cristin_result_id,tittel,ar,kategori,kanal,lenke,temaer,forfattere_utdrag,antall_forfattere,ntnu_forskere_i_utvalget,finansiering
10435536,Predicting image quality score distribution using deep neural networks,2026,Academic article,Journal of Visual Communication and Image Representation,https://doi.org/10.1016/j.jvcir.2026.104801,Datasyn; Maskinlæring og dyp læring,Nikola Plavac; Seyed Ali Amirshahi; Marius Pedersen; Sofia Triantafyllidou,4,Seyed Ali Amirshahi; Marius Pedersen,NFR; NFR
10461956,Causal Post-hoc XAI: Categorisation and Systematic Literature Review,2026,Academic article,Machine Learning,https://doi.org/10.1007/s10994-026-07103-0,"Maskinlæring og dyp læring; Sikkerhet, verifisering og risiko",Anna Rodum Bjøru; Helge Langseth; Inga Strumke; Kerstin Bach,4,Inga Strumke; Helge Langseth; Anna Rodum Bjøru; Kerstin Bach,NFR
10433661,Incorporating the Cycle Inductive Bias in Masked Autoencoders,2026,Academic article,Proceedings of Machine Learning Research (PMLR),https://doi.org/https://openreview.net/forum?id=qp5lal8QhP,Maskinlæring og dyp læring,Stuart Gallina Ottersen; Kerstin Bach,2,Kerstin Bach,NTNU
10341920,A framework for causal concept-based model explanations,2026,Academic article,Frontiers in Artificial Intelligence,https://doi.org/10.3389/frai.2025.1759000,Maskinlæring og dyp læring,Anna Rodum Bjøru; Jacob Lysnæs-Larsen; Oskar Jørgensen; Inga Strumke; Helge Langseth,5,Inga Strumke; Helge Langseth; Anna Rodum Bjøru,
10415078,Bay-CoFE: Bayesian consistency-driven feature elimination for eXplainable AI,2026,Academic article,Neurocomputing,https://doi.org/10.1016/j.neucom.2025.132219,"Maskinlæring og dyp læring; Medisinsk AI og robotikk; Sikkerhet, verifisering og risiko",Revoti Prasad Bora; Philipp Terhörst; Raymond Nicolaas Johan Veldhuis; Raghavendra Ramachandra; Kiran Raja,5,Raymond Nicolaas Johan Veldhuis; Revoti Prasad Bora; Raghavendra Ramachandra; Kiran Bylappa Raja,
10414860,FRIES: Framework for inconsistency estimation of saliency metrics,2026,Academic article,Pattern Recognition,https://doi.org/10.1016/j.patcog.2025.112136,"Regulering, MPC og estimering",Revoti Prasad Bora; Philipp Terhörst; Raymond Nicolaas Johan Veldhuis; Raghavendra Ramachandra; Kiran Raja,5,Raymond Nicolaas Johan Veldhuis; Revoti Prasad Bora; Raghavendra Ramachandra; Kiran Bylappa Raja,
10429545,An Examination of The Party Leanings of Large Language Models,2026,Academic article,Proceedings of LREC,https://hdl.handle.net/11250/5505568,Maskinlæring og dyp læring,Lars Bungum; Charles Yijia Huang,2,Lars Bungum,EC/HEU; NFR
10429375,If I Could Turn Back Time: Temporal Reframing as a Historical Reasoning Task for Large Language Models,2026,Academic article,Lecture Notes in Computer Science (LNCS),https://doi.org/10.1007/978-3-032-29532-3_6,Maskinlæring og dyp læring,Lars Bungum; Charles Yijia Huang; Abeer Kashar,3,Lars Bungum,EC/HEU; NFR
10429549,Synthetic Instruction Generation for Low-Resource Nordic Languages: Viability and Limitations in LLM Instruction-Tuning,2026,Academic article,Proceedings of LREC,https://doi.org/10.63317/3e73sy24wup3,Maskinlæring og dyp læring,Mathias Stenlund; Annika Simonsen; Lars Bungum; Jan Ebert; Jiangtao Wang; Oleg Filatov,9,Lars Bungum,EC/HEU; NFR
10428720,ChatGPT Encounters Morphing Attack Detection: Zero-Shot MAD With Multi-Modal Large Language Models and General Vision Models,2026,Academic article,"IEEE Transactions on Biometrics, Behavior, and Identity Science",https://doi.org/10.1109/TBIOM.2025.3605525,Maskinlæring og dyp læring,Haoyu Zhang; Raghavendra Ramachandra; Kiran Bylappa Raja; Christoph Günther Busch,4,Haoyu Zhang; Christoph Günther Busch; Raghavendra Ramachandra; Kiran Bylappa Raja,
10486307,TRACS: A generalizable triple attention network for self-supervised coronary vessel segmentation,2026,Academic article,Neurocomputing,https://doi.org/10.1016/j.neucom.2026.133748,Marin autonomi og fartøy; Maskinlæring og dyp læring; Medisinsk AI og robotikk,Bhupender Kaushal; Sudhish N. George; Atul Abraham; Ravi Varma MK; Kiran Bylappa Raja,5,Kiran Bylappa Raja,
10428637,UnCapsTSR: An unsupervised transformer-based image super-resolution approach for capsule endoscopy images,2026,Academic article,Neurocomputing,https://doi.org/10.1016/j.neucom.2025.132161,Maskinlæring og dyp læring; Medisinsk AI og robotikk,Anjali Sarvaiya; Shubh Kawa; Lalit Agrawal; Jagrit Joshi; Kishor Upla; Kiran Bylappa Raja,6,Kiran Bylappa Raja,
10427842,Forecasting migraine with time-series machine learning from mobile health data,2026,Academic article,The Journal of Headache and Pain,https://doi.org/10.1186/s10194-026-02346-7,Maskinlæring og dyp læring; Medisinsk AI og robotikk,Fahim Faisal; Amalie Christine Poole; Antonios Danelakis; Tore Wergeland; Marte-Helene Bjørk; Andrej Khanevski,19,Bendik Kristoffer Slagsvold Winsvold; Erling Andreas Tronvik; Anker Stubberud; Antonios Danelakis,NFR; NFR
10490928,Foundation Model Forecasting of Headache Days in People With Persisting Postconcussion Symptoms,2026,Academic article,The journal of head trauma rehabilitation,https://doi.org/10.1097/HTR.0000000000001206,Maskinlæring og dyp læring; Medisinsk AI og robotikk,Antonios Danelakis; Gøril Storvig; Marte-Helene Bjørk; Daniela Contreras; Bendik Kristoffer Slagsvold Winsvold; Erling Andreas Tronvik,8,Bendik Kristoffer Slagsvold Winsvold; Erling Andreas Tronvik; Anker Stubberud; Antonios Danelakis,NFR; NFR; HELSEMIDTNORGENTNU; HELSEMIDT
10480203,Prediction of migraine treatment response with clinical and genetic data: A machine learning analysis of the HUNT study,2026,Academic article,Cephalalgia,https://doi.org/10.1177/03331024261467723,Maskinlæring og dyp læring; Medisinsk AI og robotikk,Håkon Kvisle Abildsnes; Antonios Danelakis; Samita Giri; Dominic Giles; Manjit Matharu; Parashkev Nachev,13,Bendik Kristoffer Slagsvold Winsvold; Knut Hagen; Erling Andreas Tronvik; Anker Stubberud; Antonios Danelakis,NFR; NFR
10343274,Beyond relighting: RTI for clustering fragmented heritage textiles using deep learning,2026,Academic article,npj Heritage Science,https://doi.org/10.1038/s40494-026-02326-9,Maskinlæring og dyp læring,Arsalan Khawaja; Davit Gigilashvili; Tomasz Łojewski; Sony George; Franck Marzani; Jon Yngve Hardeberg,7,Muhammad Arsalan Khawaja; Jon Yngve Hardeberg; Sony George; Davit Gigilashvili,NFR
10428424,SS-CNN BruiseFinder: Hyperspectral imaging and CNN-driven spatial-spectral fusion for non-destructive plum bruise analysis,2026,Academic article,Food Control,https://doi.org/10.1016/j.foodcont.2025.111870,Datasyn,Shanthini K.S.; Sudhish N. George; Jobin Francis; Sony George,4,Sony George,
10422611,Toward raspberry crop monitoring: A review of AI-driven solutions for sustainable agriculture,2026,Academic literature review,Ecological Informatics,https://doi.org/10.1016/j.ecoinf.2026.103717,Maskinlæring og dyp læring; Bilkjøretøy og landrobotikk,Ravindra Patil; Beatriz Lopez Rodriguez; Dag Røen; Malin Waage; Erik Kyrkjebø; Sony George,7,Sony George,NFR
10454725,Teacher–AI Collaboration to Support Assessment and Feedback: A Case Study in Norwegian Secondary Education,2026,Academic article,Evaluation review,https://doi.org/10.1177/0193841X261458416,Maskinlæring og dyp læring,Jostein Kleveland; Michail Giannakos; Yngve Lindvig,3,Michail Giannakos,
10433339,Toward Biomarker Discovery for Early Cerebral Palsy Detection: Evaluating Explanations Through Kinematic Perturbations,2026,Academic article,IEEE transactions on neural systems and rehabilitation engineering,https://doi.org/10.1109/TNSRE.2026.3654400,Manipulasjon og industrirobotikk; Medisinsk AI og robotikk,Kimji Pellano; Inga Strumke; Daniel Groos; Lars Adde; Pål Haugen; Espen Alexander Furst Ihlen,6,Kimji Pellano; Espen Alexander Furst Ihlen; Inga Strumke; Daniel Groos,
10345602,Responsible AI in Information Systems Education: Impact of Experiential Learning in Practice,2026,Academic article,Scandinavian Journal of Information Systems (SJIS),https://hdl.handle.net/11250/5368340,Maskinlæring og dyp læring,Charlotte Husom Grøder; Stefan Schmager; Elena Parmiggiani; Polyxeni Vassilakopoulou; Ilias Pappas; Sofia Papavlasopoulou,6,Charlotte Husom Grøder; Elena Parmiggiani; Sofia Papavlasopoulou; Ilias Pappas,NFR
10494173,The cost of reproducibility in artificial intelligence,2026,Academic article,Patterns,https://doi.org/10.1016/j.patter.2026.101640,Maskinlæring og dyp læring,Thijs Snelleman; Holger Hoos; Odd Erik Gundersen,3,Odd Erik Gundersen,
10484508,AI-Powered Framework for developing Virtual labs in Higher Education,2026,Academic article,"IEEE Global Engineering Education Conference, EDUCON",https://doi.org/10.1109/EDUCON67543.2026.11574439,Maskinlæring og dyp læring,Mohammed Almasri; Ali Shariq Imran; Anna Mavroudi; Ahmet Soylu,4,Ali Shariq Imran,
10484512,Exploring Teachers' Perspectives on AI-Assisted Authoring Tool: A TAM-Based Study,2026,Academic article,"IEEE Global Engineering Education Conference, EDUCON",https://doi.org/10.1109/EDUCON67543.2026.11574185,Maskinlæring og dyp læring,Mohammed Almasri; Ali Shariq Imran; Krenare Nuci; Anna Mavroudi; Ahmet Soylu,5,Ali Shariq Imran,
10431551,Exploring potential of large language models for automated essay scoring in education,2026,Academic article,Discover Artificial Intelligence,https://doi.org/10.1007/s44163-026-01002-y,Maskinlæring og dyp læring,Nimra Mughal; Ali Shariq Imran; Sher Muhammad Daudpota; Zenun Kastrati; Waheed Noor,5,Ali Shariq Imran,
10428973,Exploring the Impact of Self-Supervised Learning and Swin-B Transformer on Saliency Maps and Performance in Multi-Label Chest X-Ray Classification,2026,Academic article,IEEE Access,https://doi.org/10.1109/ACCESS.2026.3655022,Maskinlæring og dyp læring,Taheera Ahmed; Ammar Ahmed; Ali Shariq Imran; Mohib Ullah; Abdul Manaf; Ahmet Soylu,6,Ali Shariq Imran; Mohib Ullah,
10458676,Agentic Health Analytics for Personalized Insights from Wearable Data,2026,Academic article,Proceedings of the International Conference on Agents and Artificial Intelligence (ICAART),https://doi.org/10.5220/0014480200004052,Maskinlæring og dyp læring; Medisinsk AI og robotikk,Hamza Haruna Mohammed; Gabriel Hanssen Kiss; Jose Artur Serrano; Frank Lindseth,4,Gabriel Hanssen Kiss; Frank Lindseth; Jose Artur Serrano,
10458838,Deep Learning Based Emboli Detection Using Ultrasound Doppler Imaging,2026,Academic article,Proceedings of Machine Learning Research (PMLR),https://hdl.handle.net/11250/5534253,Maskinlæring og dyp læring; Medisinsk AI og robotikk,Raghava Vinaykanth Mushunuri; Cecilie Le Duc Dahl; Elisabeth Krogstad Iversen; Sigrid Dannheim Vik; Martin Leth-Olsen; Hans Torp,8,Gabriel Hanssen Kiss; Siri Ann Nyrnes,
10311837,Estimation of Segmental Longitudinal Strain in Transesophageal Echocardiography by Deep Learning,2026,Academic article,IEEE Journal of Biomedical and Health Informatics,https://doi.org/10.1109/jbhi.2025.3605793,"Regulering, MPC og estimering; Maskinlæring og dyp læring; Medisinsk AI og robotikk",Anders Austlid Tasken; Thierry Judge; Erik Andreas Rye Berg; Jinyang Yu; Bjørnar Leangen Grenne; Frank Lindseth,11,Jinyang Yu; Svend Aakhus; Gabriel Hanssen Kiss; Frank Lindseth; Erik Andreas Rye Berg; Bjørnar Leangen Grenne,
10449443,Kolmogorov–Arnold Networks for Cross-Domain Time-Series Modeling in Health and Activity Monitoring,2026,Academic article,Proceedings of Machine Learning Research (PMLR),https://hdl.handle.net/11250/5525115,Maskinlæring og dyp læring; Medisinsk AI og robotikk,Hamza Haruna Mohammed; Gabriel Hanssen Kiss; Frank Lindseth,3,Gabriel Hanssen Kiss; Frank Lindseth,
10314845,UMamba-ProSSL: Self-Supervised Large-Scale Pretraining with Multi-Task UMamba Advances Prostate Cancer Detection in Biparametric MRI,2026,Academic article,Proceedings of Machine Learning Research (PMLR),https://doi.org/https://openreview.net/pdf?id=J8xN7TDZ0n,Maskinlæring og dyp læring; Medisinsk AI og robotikk,Syed Farhan Abbas; Michael Staff Larsen; Arild Strømsvåg; Tone Frost Bathen; Frank Lindseth; Gabriel Hanssen Kiss,7,Michael Staff Larsen; Gabriel Hanssen Kiss; Frank Lindseth; Tone Frost Bathen,
10447334,Using Ensemble Diffusion to Estimate Uncertainty for End-to-End Autonomous Driving,2026,Academic article,Proceedings of Machine Learning Research (PMLR),https://hdl.handle.net/11250/5523113,Maskinlæring og dyp læring; Bilkjøretøy og landrobotikk,Florian Wintel; Sigmund Hennum Høeg; Gabriel Hanssen Kiss; Frank Lindseth,4,Gabriel Hanssen Kiss; Frank Lindseth,
10320852,"Decoding human safety perception with eye-tracking systems, street view images, and explainable AI",2026,Academic article,"Computers, Environment and Urban Systems",https://doi.org/10.1016/j.compenvurbsys.2025.102356,"Maskinlæring og dyp læring; Sikkerhet, verifisering og risiko",Yuhao Kang; Junda Chen; Liu Liu; Kshitij Kshitij; Martina Mazzarello; Simone Mora,8,Kshitij Kshitij; Simone Mora,
10438474,AI transformation in the public sector: Findings from a case study in Sweden,2026,Academic article,International Journal of Information Management Data Insights,https://doi.org/10.1016/j.jjimei.2026.100419,Maskinlæring og dyp læring,Einav Peretz-Andersson; Vinit Parida; Patrik Mikalef; Maria Riveiro,4,Patrik Mikalef,
10457614,Generative artificial intelligence and organizational knowledge management: four alternative configurations,2026,Academic article,Knowledge Management Research & Practice,https://doi.org/10.1080/14778238.2026.2689386,Maskinlæring og dyp læring,Henri Hussinki; Patrik Mikalef; Paavo Ritala,3,Patrik Mikalef,
10433893,The Role of Explainability In AI-Driven Financial Decision Making,2026,Academic article,Information Systems Frontiers,https://doi.org/10.1007/s10796-026-10727-1,"Maskinlæring og dyp læring; Sikkerhet, verifisering og risiko",Athina Ioannou; M. Mahdi Tavalaei; Dorthea Mathilde Kristin Vatn; Patrik Mikalef,4,Dorthea Mathilde Kristin Vatn; Patrik Mikalef,
10347532,A systematic review of evolutionary and swarm intelligence approaches for traffic signal control optimization,2026,Academic article,Artificial Intelligence Review,https://doi.org/10.1007/s10462-026-11497-7,Maskinlæring og dyp læring,Rishika Bhattacharyya; Sumit Gupta; null Marisha; Awadhesh Kumar; Deepti Mishra; Manjari Gupta,6,Deepti Mishra,
10347494,Do Social Robots Motivate Students like Humans?,2026,Academic chapter/article/Conference paper,,https://doi.org/10.1007/978-981-95-2379-5_8,Menneske–robot-interaksjon,Akshara Pande; Bethany Gosala; Manjari Gupta; Deepti Mishra,4,Akshara Pande; Deepti Mishra,
10429231,The effect of cooperative and competitive human-robot interaction on player experience,2026,Academic article,Entertainment Computing,https://doi.org/10.1016/j.entcom.2026.101105,Menneske–robot-interaksjon,Yavuz Inal; Deepti Mishra; Suraj De,3,Yavuz Inal; Deepti Mishra,
10453708,Mining and Mapping 25 Years of Medication Use in Child and Adolescent Mental Health Services: Contact-Level Descriptive Analysis of Electronic Health Records,2026,Academic article,JMIR Medical Informatics,https://doi.org/10.2196/86066,"Navigasjon, SLAM og sensorfusjon; Medisinsk AI og robotikk",Dipendra Pant; Carolyn Elizabeth Clausen; Bennett L Leventhal; Thomas Brox Røst; Roman Koposov; Odd Sverre Westbye,9,Øystein Nytrø; Thomas Brox Røst,HELSEMIDTNORGENTNU
10492237,Assessment of Trustworthiness of an Industrial AI System using ALTAI – A Feasibility Study,2026,Academic article,CEUR Workshop Proceedings,https://doi.org/https://ceur-ws.org/Vol-4254/paper37.pdf,"Maskinlæring og dyp læring; Sikkerhet, verifisering og risiko",Shukun Tokas; Aida Omerovic; Ragnhild Halvorsrud,3,Aida Omerovic,NFR
10485252,Ethical risk assessment of AI in practice: a proposal of the methodology for organisational application,2026,Academic article,Nordic Machine Intelligence (NMI),https://doi.org/10.5617/nmi.13138,"Maskinlæring og dyp læring; Sikkerhet, verifisering og risiko",Natalia Murashova; Leonora Onarheim Bergsjø; Heidi Elisabeth Iuell Dahl; Aida Omerovic; Diana Saplacan Lindblom,5,Aida Omerovic,
10427784,Anticipation practices of public sector organizations in liminal AI design spaces – the case of the EU AI Act,2026,Academic article,European Journal of Information Systems,https://doi.org/10.1080/0960085x.2026.2651227,Maskinlæring og dyp læring,Fanny Vainionpää; Karin Väyrynen; Arto Lanamäki; Elena Parmiggiani; Heidi Hietala,5,Elena Parmiggiani,NFR
10430432,D<sup>2</sup>FNet: Degradation-aware Diffusion Feature Guided Network against Physical-World Attack for Monocular Depth Estimation,2026,Academic article,IEEE transactions on consumer electronics,https://doi.org/10.1109/TCE.2026.3673965,"Regulering, MPC og estimering; Datasyn",Zhongyang Wang; Shengjin Xu; Yechang Xu; Guoxia Xu; Lizhen Deng; Hu Zhu,7,Marius Pedersen,
10489885,SIRA: Scaled-Integer Range Analysis for Optimizing FPGA Dataflow Neural Network Accelerators,2026,Academic article,ACM Transactions on Reconfigurable Technology and Systems,https://doi.org/10.1145/3807510,Maskinlæring og dyp læring,Yaman Umuroglu; Christoph Berganski; Felix Jentzsch; Michal Danilowicz; Tomasz Kryjak; Charalampos Bezaitis,11,Yaman Umuroglu; Hans Magnus Själander,
10483088,Using LLM-generated draft replies to support human experts in responding to stakeholder inquiries in maritime industry: a real-world case study of Industrial AI,2026,Academic article,Cogent Engineering,https://doi.org/10.1080/23311916.2026.2704286,Marin autonomi og fartøy; Maskinlæring og dyp læring,Tita Alissa Bach; Aleksandar Babic; Narae Park; Tor Thorsrud Sporsem; Rasmus Ulfsnes; Henrik Smith-Meyer,7,Rasmus Ulfsnes; Tor Thorsrud Sporsem,
10481177,What Does Explainable AI Mean in Practice? Evaluative Requirements from a Longitudinal Clinical Case Study,2026,Academic chapter/article/Conference paper,,https://doi.org/10.1145/3786583.3786889,"Maskinlæring og dyp læring; Medisinsk AI og robotikk; Sikkerhet, verifisering og risiko",Tor Thorsrud Sporsem; Stine Rasdal Finserås; Lars Adde; Inga Strumke,4,Inga Strumke; Tor Thorsrud Sporsem,NFR
10432715,Assessment of clinical and logistical contribution in a Norwegian helicopter emergency medical service using integrated data: a retrospective observational study,2026,Academic article,"Scandinavian Journal of Trauma, Resuscitation and Emergency Medicine",https://doi.org/10.1186/s13049-026-01615-3,Droner og luftfartøy; Medisinsk AI og robotikk,Lars Eide Næss; Oddvar Uleberg; Andreas Asheim; Andreas Jørstad Krüger; Eivinn Årdal Skjærseth; Ole Erik Eide Ulvin,9,Andreas Jørstad Krüger; Rune Sætre; Helge Haugland,
10340044,Transformer-Based Multi-Class Classification of Bangladeshi Rice Varieties Using Image Data,2026,Academic article,Applied Sciences,https://doi.org/10.3390/app16031279,Maskinlæring og dyp læring,Israt Tabassum; Vimala Nunavath,2,Israt Tabassum,
10487606,Analyzing the impact of the Ostend declaration stated offshore wind targets on the European energy system,2026,Academic article,Environmental Research: Energy,https://doi.org/10.1088/2753-3751/ae69e4,"Marin autonomi og fartøy; Energi, prosess og kraft",Dimitri Pinel; Shweta Tiwari; Dana Reulein; Christian Andre Andresen,4,Dana Reulein; Shweta Tiwari,NFR
10484522,Class imbalance aware deep semantic segmentation framework for weed and tobacco crops in UAV imagery,2026,Academic article,Frontiers in Artificial Intelligence,https://doi.org/10.3389/frai.2026.1792086,Droner og luftfartøy; Datasyn; Maskinlæring og dyp læring,Ahmad Jaffar Khan; Muhammad Abu Bakr; Sultan Daud Khan; Habib Ullah; Mohib Ullah,5,Mohib Ullah,
10304367,Securing large language models: A quantitative assurance framework approach,2026,Academic article,Journal of Information Security and Applications,https://doi.org/10.1016/j.jisa.2025.104351,"Maskinlæring og dyp læring; Sikkerhet, verifisering og risiko",Sander Stamnes Karlsen; Muhammad Mudassar Yamin; Ehtesham Hashmi; Basel Katt; Mohib Ullah,5,Ehtesham Hashmi; Mohib Ullah; Basel Katt; Muhammad Mudassar Yamin,
10486150,Artificial Neural Network Modeling for Air Pollution Prediction: LSTM versus the Levenberg-Marquardt Approach,2026,Academic article,Computer Science and Information Systems,https://doi.org/10.2298/CSIS251101031K,Maskinlæring og dyp læring,Goran Keković; Rade Božović; Sonja Ketin; Vladimir Mikić; Miloš Ilić; Boban Vesin,6,Boban Vesin,
10462155,An Evaluation of Neural Network Architectures for Predicting Hydro Unit Commitment Decisions,2026,Academic chapter/article/Conference paper,,https://doi.org/10.1109/eem68581.2026.11589730,Maskinlæring og dyp læring,Daria Barjaktarevic; Jiehong Kong; Zhirong Yang; Christian Øyn Naversen,4,Zhirong Yang,NFR
10492131,Tightly-coupled radar-visual-inertial odometry,2026,Academic article,European Journal of Control,https://doi.org/10.1016/j.ejcon.2026.101601,"Datasyn; Navigasjon, SLAM og sensorfusjon",Morten Nissov; Mohit Singh Mohit Singh; Konstantinos Alexis,3,Konstantinos Alexis; Morten Nissov; Mohit Singh Mohit Singh,
10432694,Towards Quadrupedal Jumping and Walking for Dynamic Locomotion Using Reinforcement Learning,2026,Academic article,IEEE Robotics and Automation Letters,https://doi.org/10.1109/LRA.2026.3668467,"Læringsbasert kontroll og RL; Digital tvilling, produksjon og industri 4.0",Jørgen Anker Olsen; Lars Ronhaug Pettersen; Konstantinos Alexis,3,Konstantinos Alexis; Jørgen Anker Olsen,
10490164,Equivalence of Left- and Right-Invariant Extended Kalman Filters on Matrix Lie Groups,2026,Academic article,IEEE Transactions on Automatic Control,https://doi.org/10.1109/tac.2026.3690028,"Regulering, MPC og estimering",Finn Gross Maurer; Henrik M. Schmidt-Didlaukies; Erlend A. Basso; Torleiv Håland Bryne,4,Erlend Andreas Basso; Finn Gross Maurer; Torleiv Håland Bryne,NFR
10490167,Outlier Detection on the Extended Special Euclidean Group for Iterated Lie-group-based Kalman Filters Applied to Inertial Navigation,2026,Academic article,IEEE European Control Conference (ECC),https://doi.org/https://ieeexplore.ieee.org/abstract/document/11625669,"Regulering, MPC og estimering; Navigasjon, SLAM og sensorfusjon",Finn Gross Maurer; Erlend A. Basso; Henrik Schmidt-Didlaukies; Torleiv Håland Bryne,4,Erlend Andreas Basso; Finn Gross Maurer; Torleiv Håland Bryne; Henrik Schmidt-Didlaukies,NFR; NFR
10308830,Terrain-Following Guidance for Underwater Vehicles,2026,Academic chapter/article/Conference paper,,https://hdl.handle.net/11250/5338637,"Marin autonomi og fartøy; Regulering, MPC og estimering",Erlend Andreas Basso; Henrik Schmidt-Didlaukies; Kristin Ytterstad Pettersen,3,Erlend Andreas Basso; Kristin Ytterstad Pettersen; Henrik Schmidt-Didlaukies,ERC
10442470,Data-Driven Cybernetic Framework for Adaptive Urban Mobility Governance,2026,Academic article,Journal of Urban Mobility,https://doi.org/10.1016/j.urbmob.2026.100232,Maskinlæring og dyp læring,Oluwaleke Umar Yusuf; Morten Breivik; Adil Rasheed,3,Oluwaleke Umar Yusuf; Adil Rasheed; Morten Breivik,EC/H2020
10490184,Airborne Magnetic Anomaly Navigation with Neural-Network-Augmented Online Calibration,2026,Academic article,Journal of Guidance Control and Dynamics,https://doi.org/10.2514/1.g009918,"Regulering, MPC og estimering; Navigasjon, SLAM og sensorfusjon",Antonia Hager; Sven Nebendahl; Alexej Klushyn; Jasper Krauser; Torleiv H. Bryne; Tor Arne Johansen,6,Torleiv Håland Bryne; Tor Arne Johansen,
10490293,Energy-Efficient Trajectory Tracking through Economic Nonlinear Model Predictive Control for Articulated Intervention-AUVs,2026,Academic article,Springer Proceedings in Advanced Robotics (SPAR),https://hdl.handle.net/11250/5565336,"Regulering, MPC og estimering",Erling Tveter; Eirik Lothe Foseid; Kristin Ytterstad Pettersen; Jan Tommy Gravdahl,4,Eirik Lothe Foseid; Erling Tveter; Kristin Ytterstad Pettersen; Jan Tommy Gravdahl,NFR; ERC
10452026,FishKeypoints: A comprehensive stereo vision framework for fish behaviour monitoring and size measurement in aquaculture,2026,Academic article,Computers and Electronics in Agriculture,https://doi.org/10.1016/j.compag.2026.111852,Datasyn; Akvakultur og fiskeri; Bilkjøretøy og landrobotikk,Qin Zhang; Dong Liu; Andrea Parmiggiani; Tomas Norton; Martin Føre; Eleni Kelasidi,6,Martin Føre; Eleni Kelasidi,NFR; MI
10450964,Adaptation and Mechanical Validation of a COTS Telescope for LEO Hyperspectral Imaging Using an Additively Manufactured Structure †,2026,Academic article,Applied Sciences,https://doi.org/10.3390/app16105038,Datasyn,Henrik Øvrebø; Brage Sterkeby Hole; Henrik Pedersen Hauge; Martin Steinert; Anna Olsen; Fred Sigernes,7,Joseph Landon Garrett; Henrik Øvrebø; Fred Sigernes; Anna Olsen; Martin Steinert,
10493869,Modular test bench for prototyping pushbroom hyperspectral cameras,2026,Academic article,Optical Engineering: The Journal of SPIE,https://doi.org/10.1117/1.OE.65.6.065105,Datasyn,Henrik Øvrebø; Hans Henrik Hauge; Brage Sterkeby Hole; Emilie Marty Bye; Joseph Landon Garrett; Martin Steinert,7,Joseph Landon Garrett; Henrik Øvrebø; Anna Olsen; Martin Steinert,
10490636,Adaptive Synchronization-based Locomotion Control of Underwater Snake Robots,2026,Academic chapter/article/Conference paper,,https://doi.org/10.1109/med70602.2026.11598419,"Marin autonomi og fartøy; Regulering, MPC og estimering",Mads Erlend Bøe Lysø; Amer Orucevic; Kristin Ytterstad Pettersen; Jan Tommy Gravdahl,4,Mads Erlend Bøe Lysø; Amer Orucevic; Kristin Ytterstad Pettersen; Jan Tommy Gravdahl,ERC
10490222,Data-Driven Dynamic Modeling of a Tendon-Actuated Continuum Robot,2026,Academic article,23rd IFAC World Congress,https://hdl.handle.net/11250/5565250,Maskinlæring og dyp læring,Harald Minde Hansen; Bjørn Kåre Sæbø; Kristin Ytterstad Pettersen; Jan Tommy Gravdahl; Mario di Castro,5,Bjørn Kåre Sæbø; Kristin Ytterstad Pettersen; Jan Tommy Gravdahl,ERC
10490221,Experimental Comparison of Kinematic Task-Priority Control Methods for an Articulated Intervention-AUV,2026,Academic article,IEEE International Conference on Robotics and Automation (ICRA),https://hdl.handle.net/11250/5565249,"Marin autonomi og fartøy; Manipulasjon og industrirobotikk; Digital tvilling, produksjon og industri 4.0",Bjørn Kåre Sæbø; Markus Høgevoll Iversflaten; Jan Tommy Gravdahl; Kristin Ytterstad Pettersen,4,Markus Høgevoll Iversflaten; Bjørn Kåre Sæbø; Kristin Ytterstad Pettersen; Jan Tommy Gravdahl,NFR; ERC
10491520,Experimental Investigation of the Optimal Position of Underwater Snake Robots for Energy Harvesting,2026,Academic article,IEEE Journal of Oceanic Engineering,https://doi.org/10.1109/joe.2026.3697338,Marin autonomi og fartøy,Amer Orucevic; Mads Erlend Bøe Lysø; Ivan Ivanov Gushkov; Henrik-Mathias Schmidt; Kristin Ytterstad Pettersen; Jan Tommy Gravdahl,6,Mads Erlend Bøe Lysø; Ivan Ivanov Gushkov; Amer Orucevic; Kristin Ytterstad Pettersen; Jan Tommy Gravdahl,ERC
10347810,Robust Control of Autonomous Remotely Operated Vehicles at Exposed Aquaculture Sites,2026,Academic article,IEEE Transactions on Control Systems Technology,https://doi.org/https://ieeexplore.ieee.org/document/11407499,"Regulering, MPC og estimering; Akvakultur og fiskeri",Kenny Hoang Nguyen; Walter Caharija; Sveinung Johan Ohrem; Jan Tommy Gravdahl; Antonio Loría; Herman Biørn Amundsen,6,Jan Tommy Gravdahl,NFR; NFR; NFR
10491530,Vector Field Path Following of Time-Varying Sinusoidal Paths for Underwater Snake Robots,2026,Academic article,IEEE Transactions on Control Systems Technology,https://doi.org/10.1109/tcst.2026.3677852,"Marin autonomi og fartøy; Regulering, MPC og estimering",Ivan Ivanov Gushkov; Amer Orucevic; Kristin Ytterstad Pettersen; Weijia Yao; Marianna Wrzos-Kaminska; Jan Tommy Gravdahl,6,Ivan Ivanov Gushkov; Amer Orucevic; Kristin Ytterstad Pettersen; Jan Tommy Gravdahl; Marianna Wrzos-Kaminska,ERC
